,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
314,2021-07-20,3088401.683789869,2740629.5098572997,3820253.9725765972,3088401.683789869,3088401.683789869,187125.4909992599,187125.4909992599,187125.4909992599,-81127.27119446622,-81127.27119446622,-81127.27119446622,268252.7621937261,268252.7621937261,268252.7621937261,0.0,0.0,0.0,3275527.174789129
315,2021-07-21,3086527.1900210343,2704757.798582574,3775061.6302163373,3086527.1900210343,3086527.1900210343,160398.45264640482,160398.45264640482,160398.45264640482,-117870.77078894454,-117870.77078894454,-117870.77078894454,278269.22343534935,278269.22343534935,278269.22343534935,0.0,0.0,0.0,3246925.6426674393
316,2021-07-22,3084652.6962521994,2660853.89897632,3852839.594594575,3084652.6962521994,3084652.6962521994,195299.8464477496,195299.8464477496,195299.8464477496,-93981.13104529612,-93981.13104529612,-93981.13104529612,289280.97749304574,289280.97749304574,289280.97749304574,0.0,0.0,0.0,3279952.542699949
317,2021-07-23,3082778.202483364,2751948.811345455,3870222.299087578,3082778.202483364,3082778.202483364,223757.7478890681,223757.7478890681,223757.7478890681,-77490.38069524804,-77490.38069524804,-77490.38069524804,301248.1285843161,301248.1285843161,301248.1285843161,0.0,0.0,0.0,3306535.950372432
318,2021-07-26,3077154.7211768595,2775078.78948295,3858105.282666502,3077154.7211768595,3077154.7211768595,254403.27640144955,254403.27640144955,254403.27640144955,-87642.0353534396,-87642.0353534396,-87642.0353534396,342045.3117548891,342045.3117548891,342045.3117548891,0.0,0.0,0.0,3331557.997578309
319,2021-07-27,3075280.2274080245,2793085.2224729373,3914180.0127210664,3075280.2274080245,3075280.2274080245,275728.91189427045,275728.91189427045,275728.91189427045,-81127.27119427134,-81127.27119427134,-81127.27119427134,356856.18308854173,356856.18308854173,356856.18308854173,0.0,0.0,0.0,3351009.1393022947
320,2021-07-28,3073405.733639189,2797128.1198936594,3914605.747522133,3073405.733639189,3073405.733639189,254128.21722782613,254128.21722782613,254128.21722782613,-117870.77078897266,-117870.77078897266,-117870.77078897266,371998.9880167988,371998.9880167988,371998.9880167988,0.0,0.0,0.0,3327533.950867015
321,2021-07-29,3071531.239870354,2820604.705565305,3941275.4446845786,3071531.239870354,3071531.239870354,293296.40082288306,293296.40082288306,293296.40082288306,-93981.13104520204,-93981.13104520204,-93981.13104520204,387277.5318680851,387277.5318680851,387277.5318680851,0.0,0.0,0.0,3364827.640693237
322,2021-07-30,3069656.7461015196,2839990.363741859,3948000.9251218094,3069656.7461015196,3069656.7461015196,324989.94174124434,324989.94174124434,324989.94174124434,-77490.38069597153,-77490.38069597153,-77490.38069597153,402480.32243721583,402480.32243721583,402480.32243721583,0.0,0.0,0.0,3394646.687842764
323,2021-08-02,3064033.264795014,2882843.7159487237,3968745.8465610687,3064033.264795014,3064033.264795014,357760.0928587252,357760.0928587252,357760.0928587252,-87642.0353536601,-87642.0353536601,-87642.0353536601,445402.12821238535,445402.12821238535,445402.12821238535,0.0,0.0,0.0,3421793.3576537394
324,2021-08-03,3062158.7710261797,2913204.739037205,3990120.6776566943,3062158.7710261797,3062158.7710261797,376945.352102917,376945.352102917,376945.352102917,-81127.2711943235,-81127.2711943235,-81127.2711943235,458072.6232972405,458072.6232972405,458072.6232972405,0.0,0.0,0.0,3439104.123129097
325,2021-08-04,3060284.2772573447,2810453.614948159,3944014.6712301886,3060284.2772573447,3060284.2772573447,351706.8257424875,351706.8257424875,351706.8257424875,-117870.77078897267,-117870.77078897267,-117870.77078897267,469577.5965314602,469577.5965314602,469577.5965314602,0.0,0.0,0.0,3411991.102999832
326,2021-08-05,3058409.783488511,2927256.8552291817,4007763.702396367,3058409.783488511,3058409.783488511,385755.07559345313,385755.07559345313,385755.07559345313,-93981.13104510798,-93981.13104510798,-93981.13104510798,479736.20663856115,479736.20663856115,479736.20663856115,0.0,0.0,0.0,3444164.859081964
327,2021-08-06,3041987.115394676,2902327.1640869672,4041146.7963836645,3041987.115394676,3041987.115394676,410904.02439183573,410904.02439183573,410904.02439183573,-77490.38069573154,-77490.38069573154,-77490.38069573154,488394.40508756734,488394.40508756734,488394.40508756734,0.0,0.0,0.0,3452891.1397865117
328,2021-08-09,2992719.1111131706,2862201.616791613,3966987.6884753816,2992719.1111131706,2992719.1111131706,416695.64586367883,416695.64586367883,416695.64586367883,-87642.03535362991,-87642.03535362991,-87642.03535362991,504337.68121730874,504337.68121730874,504337.68121730874,0.0,0.0,0.0,3409414.7569768494
329,2021-08-10,2976296.443019335,2845264.061672349,3925753.923509447,2976296.443019335,2976296.443019335,425037.9425610779,425037.9425610779,425037.9425610779,-81127.2711944903,-81127.2711944903,-81127.2711944903,506165.2137555682,506165.2137555682,506165.2137555682,0.0,0.0,0.0,3401334.385580413
330,2021-08-11,2959873.7749255,2782532.6466887454,3899846.453244329,2959873.7749255,2959873.7749255,388416.97265452374,388416.97265452374,388416.97265452374,-117870.77078900083,-117870.77078900083,-117870.77078900083,506287.7434435245,506287.7434435245,506287.7434435245,0.0,0.0,0.0,3348290.747580024
331,2021-08-12,2943451.1068316647,2827327.708954643,3882602.1008042544,2943451.1068316647,2943451.1068316647,410816.0884245818,410816.0884245818,410816.0884245818,-93981.13104518807,-93981.13104518807,-93981.13104518807,504797.21946977,504797.21946977,504797.21946977,0.0,0.0,0.0,3354267.1952562463
332,2021-08-13,2927028.43873783,2767442.0200916515,3905087.694777698,2927028.43873783,2927028.43873783,424340.72928568546,424340.72928568546,424340.72928568546,-77490.38069549155,-77490.38069549155,-77490.38069549155,501831.1099811771,501831.1099811771,501831.1099811771,0.0,0.0,0.0,3351369.1680235155
333,2021-08-16,2877760.434456324,2679757.620499422,3848670.582183954,2877760.434456324,2877760.434456324,398442.9847709167,398442.9847709167,398442.9847709167,-87642.03535359973,-87642.03535359973,-87642.03535359973,486085.0201245164,486085.0201245164,486085.0201245164,0.0,0.0,0.0,3276203.419227241
334,2021-08-17,2861337.7663624906,2690597.247497169,3789892.4760515774,2861337.7663624906,2861337.7663624906,398276.21004915313,398276.21004915313,398276.21004915313,-81127.27119441895,-81127.27119441895,-81127.27119441895,479403.4812435721,479403.4812435721,479403.4812435721,0.0,0.0,0.0,3259613.976411644
335,2021-08-18,2844915.098268655,2612988.5769299427,3748471.2361644087,2844915.098268655,2844915.098268655,354630.0440223114,354630.0440223114,354630.0440223114,-117870.77078890929,-117870.77078890929,-117870.77078890929,472500.8148112207,472500.8148112207,472500.8148112207,0.0,0.0,0.0,3199545.1422909666
336,2021-08-19,2828492.4301748197,2630833.9106652583,3742142.5467130006,2828492.4301748197,2828492.4301748197,371720.29516687646,371720.29516687646,371720.29516687646,-93981.13104526814,-93981.13104526814,-93981.13104526814,465701.42621214455,465701.42621214455,465701.42621214455,0.0,0.0,0.0,3200212.7253416963
337,2021-08-20,2812069.762080984,2655118.2691574437,3766270.9764715275,2812069.762080984,2812069.762080984,381845.89582774404,381845.89582774404,381845.89582774404,-77490.38069553727,-77490.38069553727,-77490.38069553727,459336.2765232813,459336.2765232813,459336.2765232813,0.0,0.0,0.0,3193915.6579087283
338,2021-08-23,2762801.7577994782,2524952.822294224,3688180.2119226786,2762801.7577994782,2762801.7577994782,358419.3199738956,358419.3199738956,358419.3199738956,-87642.0353538202,-87642.0353538202,-87642.0353538202,446061.3553277158,446061.3553277158,446061.3553277158,0.0,0.0,0.0,3121221.077773374
339,2021-08-24,2746379.089705643,2556637.0274634743,3640555.9361835388,2746379.089705643,2746379.089705643,363423.4825877548,363423.4825877548,363423.4825877548,-81127.2711943476,-81127.2711943476,-81127.2711943476,444550.7537821024,444550.7537821024,444550.7537821024,0.0,0.0,0.0,3109802.5722933975
340,2021-08-25,2729956.4216118073,2481858.1145534883,3579663.983042936,2729956.4216118073,2729956.4216118073,327032.534983511,327032.534983511,327032.534983511,-117870.77078893739,-117870.77078893739,-117870.77078893739,444903.30577244837,444903.30577244837,444903.30577244837,0.0,0.0,0.0,3056988.9565953184
341,2021-08-26,2713533.7535179723,2530344.1928638453,3629795.5772175463,2713533.7535179723,2713533.7535179723,353314.62668241095,353314.62668241095,353314.62668241095,-93981.13104512553,-93981.13104512553,-93981.13104512553,447295.7577275365,447295.7577275365,447295.7577275365,0.0,0.0,0.0,3066848.3802003833
342,2021-08-27,2697111.0854241387,2501340.203601572,3653425.6842979393,2697111.0854241387,2697111.0854241387,374359.2509035712,374359.2509035712,374359.2509035712,-77490.38069558296,-77490.38069558296,-77490.38069558296,451849.6315991542,451849.6315991542,451849.6315991542,0.0,0.0,0.0,3071470.3363277097
343,2021-08-30,2647843.0811426323,2500414.4263040004,3593941.7442903696,2647843.0811426323,2647843.0811426323,391103.7803056617,391103.7803056617,391103.7803056617,-87642.03535404065,-87642.03535404065,-87642.03535404065,478745.81565970235,478745.81565970235,478745.81565970235,0.0,0.0,0.0,3038946.861448294
344,2021-08-31,2631420.413048797,2484245.9177755704,3598968.3296636655,2631420.413048797,2631420.413048797,410740.69088100817,410740.69088100817,410740.69088100817,-81127.27119439973,-81127.27119439973,-81127.27119439973,491867.9620754079,491867.9620754079,491867.9620754079,0.0,0.0,0.0,3042161.103929805
345,2021-09-01,2614997.744954962,2426243.181409378,3560339.033031373,2614997.744954962,2614997.744954962,388892.54521359026,388892.54521359026,388892.54521359026,-117870.77078893743,-117870.77078893743,-117870.77078893743,506763.3160025277,506763.3160025277,506763.3160025277,0.0,0.0,0.0,3003890.290168552
346,2021-09-02,2598575.0768611263,2472744.2366099525,3571896.1047075987,2598575.0768611263,2598575.0768611263,429162.158454971,429162.158454971,429162.158454971,-93981.13104503146,-93981.13104503146,-93981.13104503146,523143.28950000246,523143.28950000246,523143.28950000246,0.0,0.0,0.0,3027737.2353160973
347,2021-09-03,2582152.4087672927,2490090.9318372337,3615638.3938472276,2582152.4087672927,2582152.4087672927,463162.6935379375,463162.6935379375,463162.6935379375,-77490.38069534299,-77490.38069534299,-77490.38069534299,540653.0742332805,540653.0742332805,540653.0742332805,0.0,0.0,0.0,3045315.10230523
348,2021-09-06,2532884.404485787,2444794.3691276945,3610484.445614702,2532884.404485787,2532884.404485787,507900.2706265663,507900.2706265663,507900.2706265663,-87642.03535336115,-87642.03535336115,-87642.03535336115,595542.3059799274,595542.3059799274,595542.3059799274,0.0,0.0,0.0,3040784.675112353
349,2021-09-07,2516461.7363919513,2514580.865929548,3587709.7147340975,2516461.7363919513,2516461.7363919513,531790.4569748355,531790.4569748355,531790.4569748355,-81127.27119445187,-81127.27119445187,-81127.27119445187,612917.7281692873,612917.7281692873,612917.7281692873,0.0,0.0,0.0,3048252.193366787
350,2021-09-08,2500039.068298116,2443153.450152767,3556505.1593221133,2500039.068298116,2500039.068298116,511025.12250586937,511025.12250586937,511025.12250586937,-117870.77078896554,-117870.77078896554,-117870.77078896554,628895.893294835,628895.893294835,628895.893294835,0.0,0.0,0.0,3011064.190803985
351,2021-09-09,2482462.9605355887,2499698.955608519,3556553.0200212225,2482462.9605355887,2482462.9605355887,548907.6261352056,548907.6261352056,548907.6261352056,-93981.13104528567,-93981.13104528567,-93981.13104528567,642888.7571804913,642888.7571804913,642888.7571804913,0.0,0.0,0.0,3031370.5866707945
352,2021-09-10,2464886.8527730657,2462525.3263915866,3587204.824949068,2464886.8527730657,2464886.8527730657,576817.9595376765,576817.9595376765,576817.9595376765,-77490.38069510303,-77490.38069510303,-77490.38069510303,654308.3402327795,654308.3402327795,654308.3402327795,0.0,0.0,0.0,3041704.812310742
353,2021-09-13,2412158.5294854883,2434156.604881889,3552257.4851371753,2412158.5294854883,2412158.5294854883,579880.6373333188,579880.6373333188,579880.6373333188,-87642.03535333097,-87642.03535333097,-87642.03535333097,667522.67268665,667522.67268665,667522.67268665,0.0,0.0,0.0,2992039.166818807
354,2021-09-14,2394582.421722963,2409121.528014232,3517041.9107990474,2394582.421722963,2394582.421722963,582099.2787752704,582099.2787752704,582099.2787752704,-81127.27119449517,-81127.27119449517,-81127.27119449517,663226.5499697655,663226.5499697655,663226.5499697655,0.0,0.0,0.0,2976681.7004982335
355,2021-09-15,2377006.3139604363,2333457.3111458085,3443521.691193153,2377006.3139604363,2377006.3139604363,536000.1601177031,536000.1601177031,536000.1601177031,-117870.77078896557,-117870.77078896557,-117870.77078896557,653870.9309066688,653870.9309066688,653870.9309066688,0.0,0.0,0.0,2913006.4740781393
356,2021-09-16,2359430.206197911,2336577.0557404286,3501870.368228812,2359430.206197911,2359430.206197911,545152.951762734,545152.951762734,545152.951762734,-93981.1310451916,-93981.1310451916,-93981.1310451916,639134.0828079255,639134.0828079255,639134.0828079255,0.0,0.0,0.0,2904583.157960645
357,2021-09-17,2341854.098435386,2300985.2662367714,3456109.3699408127,2341854.098435386,2341854.098435386,541286.2412034319,541286.2412034319,541286.2412034319,-77490.38069582655,-77490.38069582655,-77490.38069582655,618776.6218992585,618776.6218992585,618776.6218992585,0.0,0.0,0.0,2883140.339638818
358,2021-09-20,2289125.7751478087,2174369.0516536124,3292703.410076098,2289125.7751478087,2289125.7751478087,435321.7405140754,435321.7405140754,435321.7405140754,-87642.03535380207,-87642.03535380207,-87642.03535380207,522963.7758678774,522963.7758678774,522963.7758678774,0.0,0.0,0.0,2724447.515661884
359,2021-09-21,2271549.6673852834,2131026.2100663614,3199501.4998734,2271549.6673852834,2271549.6673852834,398468.3217196011,398468.3217196011,398468.3217196011,-81127.27119430032,-81127.27119430032,-81127.27119430032,479595.5929139015,479595.5929139015,479595.5929139015,0.0,0.0,0.0,2670017.9891048847
360,2021-09-22,2253973.5596227585,1984492.2136206967,3115301.851520743,2253973.5596227585,2253973.5596227585,312965.5451879181,312965.5451879181,312965.5451879181,-117870.77078893025,-117870.77078893025,-117870.77078893025,430836.3159768484,430836.3159768484,430836.3159768484,0.0,0.0,0.0,2566939.1048106765
361,2021-09-23,2236397.4518602313,1965132.6968769252,3089069.068562531,2236397.4518602313,2236397.4518602313,283046.06535031594,283046.06535031594,283046.06535031594,-93981.13104527169,-93981.13104527169,-93981.13104527169,377027.19639558764,377027.19639558764,377027.19639558764,0.0,0.0,0.0,2519443.5172105473
362,2021-09-24,2218821.3440977084,1938779.4616858857,3026851.703369416,2218821.3440977084,2218821.3440977084,241111.01413604015,241111.01413604015,241111.01413604015,-77490.38069587226,-77490.38069587226,-77490.38069587226,318601.3948319124,318601.3948319124,318601.3948319124,0.0,0.0,0.0,2459932.3582337485
363,2021-09-27,2166093.020810131,1612588.1030417134,2765081.602586087,2166093.020810131,2166093.020810131,33533.06188042685,33533.06188042685,33533.06188042685,-87642.0353537719,-87642.0353537719,-87642.0353537719,121175.09723419877,121175.09723419877,121175.09723419877,0.0,0.0,0.0,2199626.082690558
364,2021-09-28,2148516.9130476057,1576776.586204772,2737126.2753752605,2148516.9130476057,2148516.9130476057,-30956.51482367508,-30956.51482367508,-30956.51482367508,-81127.27119435245,-81127.27119435245,-81127.27119435245,50170.75637067737,50170.75637067737,50170.75637067737,0.0,0.0,0.0,2117560.3982239305
365,2021-09-29,2130940.805285079,1421827.8986588086,2521667.169428656,2130940.805285079,2130940.805285079,-140081.68485200696,-140081.68485200696,-140081.68485200696,-117870.77078893027,-117870.77078893027,-117870.77078893027,-22210.91406307668,-22210.91406307668,-22210.91406307668,0.0,0.0,0.0,1990859.120433072
366,2021-10-04,2043060.2664724512,1007600.982547497,2153437.2805011137,2043060.2664724512,2043060.2664724512,-465027.4571132058,-465027.4571132058,-465027.4571132058,-87642.03535399237,-87642.03535399237,-87642.03535399237,-377385.42175921344,-377385.42175921344,-377385.42175921344,0.0,0.0,0.0,1578032.8093592455
367,2021-10-05,2025484.158709926,930718.3337450376,2065017.6709112718,2025484.158709926,2025484.158709926,-522891.8463484055,-522891.8463484055,-522891.8463484055,-81127.2711944046,-81127.2711944046,-81127.2711944046,-441764.575154001,-441764.575154001,-441764.575154001,0.0,0.0,0.0,1502592.3123615205
368,2021-10-06,2007908.050947399,838168.2929136492,1915517.817939593,2007908.050947399,2007908.050947399,-620202.4978486819,-620202.4978486819,-620202.4978486819,-117870.77078895838,-117870.77078895838,-117870.77078895838,-502331.7270597235,-502331.7270597235,-502331.7270597235,0.0,0.0,0.0,1387705.5530987172
369,2021-10-07,1990331.9431848759,783949.1572366661,1860424.984468344,1990331.9431848759,1990331.9431848759,-652507.0290967186,-652507.0290967186,-652507.0290967186,-93981.13104525772,-93981.13104525772,-93981.13104525772,-558525.898051461,-558525.898051461,-558525.898051461,0.0,0.0,0.0,1337824.9140881572
370,2021-10-08,1972755.835422349,712287.8333609019,1818692.247042109,1972755.835422349,1972755.835422349,-687356.8129425042,-687356.8129425042,-687356.8129425042,-77490.3806963558,-77490.3806963558,-77490.3806963558,-609866.4322461484,-609866.4322461484,-609866.4322461484,0.0,0.0,0.0,1285399.0224798447
371,2021-10-11,1920027.5121347734,535203.9498150663,1644717.6871009278,1920027.5121347734,1920027.5121347734,-818960.3828325274,-818960.3828325274,-818960.3828325274,-87642.03535331285,-87642.03535331285,-87642.03535331285,-731318.3474792147,-731318.3474792147,-731318.3474792147,0.0,0.0,0.0,1101067.129302246
372,2021-10-13,1884875.2966097214,451927.41984147043,1542419.6394081942,1884875.2966097214,1884875.2966097214,-901272.4444728536,-901272.4444728536,-901272.4444728536,-117870.77078893031,-117870.77078893031,-117870.77078893031,-783401.6736839233,-783401.6736839233,-783401.6736839233,0.0,0.0,0.0,983602.8521368678
373,2021-10-14,1867299.188847196,436417.8285976578,1512930.7916549044,1867299.188847196,1867299.188847196,-894756.4193769465,-894756.4193769465,-894756.4193769465,-93981.13104511511,-93981.13104511511,-93981.13104511511,-800775.2883318313,-800775.2883318313,-800775.2883318313,0.0,0.0,0.0,972542.7694702495
374,2021-10-15,1849723.0811308776,403513.53355419426,1541542.2851426508,1849723.0811308776,1849723.0811308776,-890082.6261550302,-890082.6261550302,-890082.6261550302,-77490.38069583013,-77490.38069583013,-77490.38069583013,-812592.2454592001,-812592.2454592001,-812592.2454592001,0.0,0.0,0.0,959640.4549758474
375,2021-10-18,1796994.7579819257,338971.7512638307,1434775.7432370638,1796994.7579819257,1796994.7579819257,-905481.3561679409,-905481.3561679409,-905481.3561679409,-87642.03535353334,-87642.03535353334,-87642.03535353334,-817839.3208144077,-817839.3208144077,-817839.3208144077,0.0,0.0,0.0,891513.4018139848
376,2021-10-19,1779418.6502656052,319580.2782228627,1436924.2025974782,1779418.6502656052,1779418.6502656052,-892041.5116121336,-892041.5116121336,-892041.5116121336,-81127.2711946236,-81127.2711946236,-81127.2711946236,-810914.24041751,-810914.24041751,-810914.24041751,0.0,0.0,0.0,887377.1386534716
377,2021-10-20,1761842.5425492886,294888.69568944594,1372615.5346028176,1761842.5425492886,1761842.5425492886,-918355.5520389791,-918355.5520389791,-918355.5520389791,-117870.77078895844,-117870.77078895844,-117870.77078895844,-800484.7812500208,-800484.7812500208,-800484.7812500208,0.0,0.0,0.0,843486.9905103095
378,2021-10-21,1744266.43483297,312241.42382292537,1455836.0791191487,1744266.43483297,1744266.43483297,-881087.3957379938,-881087.3957379938,-881087.3957379938,-93981.13104519516,-93981.13104519516,-93981.13104519516,-787106.2646927986,-787106.2646927986,-787106.2646927986,0.0,0.0,0.0,863179.0390949761
379,2021-10-22,1726690.3271166533,318793.9096815826,1418489.8951729017,1726690.3271166533,1726690.3271166533,-848843.3287294297,-848843.3287294297,-848843.3287294297,-77490.38069587582,-77490.38069587582,-77490.38069587582,-771352.9480335539,-771352.9480335539,-771352.9480335539,0.0,0.0,0.0,877846.9983872236
380,2021-10-25,1673962.0039676975,303103.92228936095,1399089.9363336633,1673962.0039676975,1673962.0039676975,-803237.3869603443,-803237.3869603443,-803237.3869603443,-87642.03535375383,-87642.03535375383,-87642.03535375383,-715595.3516065904,-715595.3516065904,-715595.3516065904,0.0,0.0,0.0,870724.6170073532
381,2021-10-26,1656385.896251381,342488.0168677379,1458263.7932248707,1656385.896251381,1656385.896251381,-777136.2415518413,-777136.2415518413,-777136.2415518413,-81127.2711944287,-81127.2711944287,-81127.2711944287,-696008.9703574125,-696008.9703574125,-696008.9703574125,0.0,0.0,0.0,879249.6546995396
382,2021-10-27,1638809.7885350622,231923.57402005192,1373115.9735150442,1638809.7885350622,1638809.7885350622,-794626.3786967534,-794626.3786967534,-794626.3786967534,-117870.77078898656,-117870.77078898656,-117870.77078898656,-676755.607907767,-676755.607907767,-676755.607907767,0.0,0.0,0.0,844183.4098383088
383,2021-10-28,1621233.6808187456,351260.391248939,1411782.136340908,1621233.6808187456,1621233.6808187456,-752245.7372642205,-752245.7372642205,-752245.7372642205,-93981.13104527525,-93981.13104527525,-93981.13104527525,-658264.6062189452,-658264.6062189452,-658264.6062189452,0.0,0.0,0.0,868987.9435545251
384,2021-10-29,1603657.5731024288,340916.53490651853,1442710.2828348398,1603657.5731024288,1603657.5731024288,-718397.2497498188,-718397.2497498188,-718397.2497498188,-77490.38069563585,-77490.38069563585,-77490.38069563585,-640906.8690541831,-640906.8690541831,-640906.8690541831,0.0,0.0,0.0,885260.32335261
385,2021-11-02,1533353.1422371583,316958.9271312028,1439541.4322999776,1533353.1422371583,1533353.1422371583,-669026.3008848465,-669026.3008848465,-669026.3008848465,-81127.27119448085,-81127.27119448085,-81127.27119448085,-587899.0296903657,-587899.0296903657,-587899.0296903657,0.0,0.0,0.0,864326.8413523118
386,2021-11-03,1515777.034520838,277924.27269257046,1384891.5322019833,1515777.034520838,1515777.034520838,-697281.8917325238,-697281.8917325238,-697281.8917325238,-117870.77078898656,-117870.77078898656,-117870.77078898656,-579411.1209435372,-579411.1209435372,-579411.1209435372,0.0,0.0,0.0,818495.1427883141
387,2021-11-04,1498200.9268045214,292200.0874204905,1373989.5232016635,1498200.9268045214,1498200.9268045214,-666829.884612628,-666829.884612628,-666829.884612628,-93981.13104513263,-93981.13104513263,-93981.13104513263,-572848.7535674954,-572848.7535674954,-572848.7535674954,0.0,0.0,0.0,831371.0421918933
388,2021-11-05,1480624.8190882027,291218.6571881658,1410683.1727215073,1480624.8190882027,1480624.8190882027,-645599.0654929661,-645599.0654929661,-645599.0654929661,-77490.38069539587,-77490.38069539587,-77490.38069539587,-568108.6847975702,-568108.6847975702,-568108.6847975702,0.0,0.0,0.0,835025.7535952366
389,2021-11-08,1427896.4959392508,218958.1860259824,1307103.3877561146,1427896.4959392508,1427896.4959392508,-650636.4261501952,-650636.4261501952,-650636.4261501952,-87642.0353539441,-87642.0353539441,-87642.0353539441,-562994.390796251,-562994.390796251,-562994.390796251,0.0,0.0,0.0,777260.0697890556
390,2021-11-09,1410320.3882229303,212009.20524649762,1311302.3235853233,1410320.3882229303,1410320.3882229303,-644634.0533258256,-644634.0533258256,-644634.0533258256,-81127.27119440946,-81127.27119440946,-81127.27119440946,-563506.7821314161,-563506.7821314161,-563506.7821314161,0.0,0.0,0.0,765686.3348971047
391,2021-11-10,1392744.2805066137,164607.2768633538,1289651.9539413645,1392744.2805066137,1392744.2805066137,-682516.9567021693,-682516.9567021693,-682516.9567021693,-117870.77078897932,-117870.77078897932,-117870.77078897932,-564646.18591319,-564646.18591319,-564646.18591319,0.0,0.0,0.0,710227.3238044444
392,2021-11-11,1375168.1727902968,184608.0871583986,1293260.6189778508,1375168.1727902968,1375168.1727902968,-660081.7971646269,-660081.7971646269,-660081.7971646269,-93981.13104503855,-93981.13104503855,-93981.13104503855,-566100.6661195883,-566100.6661195883,-566100.6661195883,0.0,0.0,0.0,715086.37562567
393,2021-11-12,1357592.0650739784,145484.79801079727,1279393.8047731707,1357592.0650739784,1357592.0650739784,-645047.2470715183,-645047.2470715183,-645047.2470715183,-77490.38069515588,-77490.38069515588,-77490.38069515588,-567556.8663763624,-567556.8663763624,-567556.8663763624,0.0,0.0,0.0,712544.8180024601
394,2021-11-15,1304863.7419250263,78573.68303322452,1154343.3888548866,1304863.7419250263,1304863.7419250263,-656621.6751690365,-656621.6751690365,-656621.6751690365,-87642.0353532646,-87642.0353532646,-87642.0353532646,-568979.639815772,-568979.639815772,-568979.639815772,0.0,0.0,0.0,648242.0667559898
395,2021-11-16,1287287.634208706,31244.30254920149,1193591.1139537722,1287287.634208706,1287287.634208706,-648732.9826174001,-648732.9826174001,-648732.9826174001,-81127.2711943381,-81127.2711943381,-81127.2711943381,-567605.7114230619,-567605.7114230619,-567605.7114230619,0.0,0.0,0.0,638554.6515913059
396,2021-11-17,1269711.526492391,16353.110781989042,1145663.3523845582,1269711.526492391,1269711.526492391,-682830.5183534288,-682830.5183534288,-682830.5183534288,-117870.77078895127,-117870.77078895127,-117870.77078895127,-564959.7475644775,-564959.7475644775,-564959.7475644775,0.0,0.0,0.0,586881.0081389622
397,2021-11-18,1252223.3907905684,15916.365329577873,1136034.2560813802,1252223.3907905684,1252223.3907905684,-654877.3257354103,-654877.3257354103,-654877.3257354103,-93981.13104529277,-93981.13104529277,-93981.13104529277,-560896.1946901175,-560896.1946901175,-560896.1946901175,0.0,0.0,0.0,597346.0650551581
398,2021-11-19,1234735.2550887475,35632.61091490154,1147488.7473993935,1234735.2550887475,1234735.2550887475,-632807.6016717779,-632807.6016717779,-632807.6016717779,-77490.38069520159,-77490.38069520159,-77490.38069520159,-555317.2209765764,-555317.2209765764,-555317.2209765764,0.0,0.0,0.0,601927.6534169696
399,2021-11-23,1164782.7122814585,8113.795724400969,1087780.9931382223,1164782.7122814585,1164782.7122814585,-598762.3845359654,-598762.3845359654,-598762.3845359654,-81127.27119426677,-81127.27119426677,-81127.27119426677,-517635.11334169866,-517635.11334169866,-517635.11334169866,0.0,0.0,0.0,566020.3277454932
400,2021-11-24,1147294.5765796357,-29309.21595792525,1092392.580451552,1147294.5765796357,1147294.5765796357,-622615.0201970694,-622615.0201970694,-622615.0201970694,-117870.7707889794,-117870.7707889794,-117870.7707889794,-504744.24940809,-504744.24940809,-504744.24940809,0.0,0.0,0.0,524679.5563825663
401,2021-11-25,1129806.4408778131,13036.075257586668,1071670.5848384008,1129806.4408778131,1129806.4408778131,-584748.3014916132,-584748.3014916132,-584748.3014916132,-93981.1310451987,-93981.1310451987,-93981.1310451987,-490767.1704464144,-490767.1704464144,-490767.1704464144,0.0,0.0,0.0,545058.1393862
402,2021-11-26,1112318.3051759922,-44515.11917804167,1108203.9056056864,1112318.3051759922,1112318.3051759922,-553408.7313126817,-553408.7313126817,-553408.7313126817,-77490.38069592511,-77490.38069592511,-77490.38069592511,-475918.35061675654,-475918.35061675654,-475918.35061675654,0.0,0.0,0.0,558909.5738633105
403,2021-11-29,1059853.898070526,-14231.13716193108,1091015.594196663,1059853.898070526,1059853.898070526,-516279.7002566885,-516279.7002566885,-516279.7002566885,-87642.03535370555,-87642.03535370555,-87642.03535370555,-428637.66490298294,-428637.66490298294,-428637.66490298294,0.0,0.0,0.0,543574.1978138376
404,2021-11-30,1042365.7623687051,-18802.508406778914,1139117.100265857,1042365.7623687051,1042365.7623687051,-493989.7938360487,-493989.7938360487,-493989.7938360487,-81127.27119431889,-81127.27119431889,-81127.27119431889,-412862.52264172974,-412862.52264172974,-412862.52264172974,0.0,0.0,0.0,548375.9685326564
405,2021-12-01,1024877.6266668806,-33849.166047625906,1045053.9062536717,1024877.6266668806,1024877.6266668806,-515403.71129987476,-515403.71129987476,-515403.71129987476,-117870.77078891596,-117870.77078891596,-117870.77078891596,-397532.9405109588,-397532.9405109588,-397532.9405109588,0.0,0.0,0.0,509473.9153670058
