,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,2020-04-14,-330337.35466160584,-805500.5485163339,422137.18359141325,-330337.35466160584,-330337.35466160584,131621.91225642068,131621.91225642068,131621.91225642068,-92136.68751301005,-92136.68751301005,-92136.68751301005,223758.59976943073,223758.59976943073,223758.59976943073,0.0,0.0,0.0,-198715.44240518517
11,2020-04-15,-324629.5571943427,-725214.2425212023,360237.26799350383,-324629.5571943427,-324629.5571943427,108003.35436031267,108003.35436031267,108003.35436031267,-129116.65511646001,-129116.65511646001,-129116.65511646001,237120.00947677268,237120.00947677268,237120.00947677268,0.0,0.0,0.0,-216626.20283403003
12,2020-04-16,-318921.75972707965,-757245.6091663422,451134.9648632728,-318921.75972707965,-318921.75972707965,144100.19361214677,144100.19361214677,144100.19361214677,-105589.15136359274,-105589.15136359274,-105589.15136359274,249689.3449757395,249689.3449757395,249689.3449757395,0.0,0.0,0.0,-174821.56611493288
13,2020-04-17,-313213.96225981653,-727540.5701634305,432101.452211774,-313213.96225981653,-313213.96225981653,173415.8483219383,173415.8483219383,173415.8483219383,-87975.92613001238,-87975.92613001238,-87975.92613001238,261391.77445195068,261391.77445195068,261391.77445195068,0.0,0.0,0.0,-139798.11393787822
14,2020-04-20,-296090.5698580273,-688495.711098752,444605.45428517135,-296090.5698580273,-296090.5698580273,192240.878472641,192240.878472641,192240.878472641,-98442.4401233424,-98442.4401233424,-98442.4401233424,290683.3185959834,290683.3185959834,290683.3185959834,0.0,0.0,0.0,-103849.69138538628
15,2020-04-21,-290382.77239076415,-647440.5193002776,448031.49431374064,-290382.77239076415,-290382.77239076415,206223.5598255266,206223.5598255266,206223.5598255266,-92136.68751320566,-92136.68751320566,-92136.68751320566,298360.2473387323,298360.2473387323,298360.2473387323,0.0,0.0,0.0,-84159.21256523754
16,2020-04-22,-284674.9749235011,-706874.3018179599,495449.8787984557,-284674.9749235011,-284674.9749235011,175836.1917447333,175836.1917447333,175836.1917447333,-129116.65511648924,-129116.65511648924,-129116.65511648924,304952.8468612225,304952.8468612225,304952.8468612225,0.0,0.0,0.0,-108838.78317876777
17,2020-04-23,-278967.17745623796,-680532.2449634242,524425.6313490733,-278967.17745623796,-278967.17745623796,204869.7927196041,204869.7927196041,204869.7927196041,-105589.15136368343,-105589.15136368343,-105589.15136368343,310458.9440832875,310458.9440832875,310458.9440832875,0.0,0.0,0.0,-74097.38473663386
18,2020-04-24,-273259.37998897483,-616936.8744938296,542887.2982371395,-273259.37998897483,-273259.37998897483,226916.34474696123,226916.34474696123,226916.34474696123,-87975.92613005821,-87975.92613005821,-87975.92613005821,314892.27087701944,314892.27087701944,314892.27087701944,0.0,0.0,0.0,-46343.035242013604
19,2020-04-27,-256135.98758718558,-579831.9383339101,506439.08645751665,-256135.98758718558,-256135.98758718558,223691.33254689022,223691.33254689022,223691.33254689022,-98442.44012257668,-98442.44012257668,-98442.44012257668,322133.7726694669,322133.7726694669,322133.7726694669,0.0,0.0,0.0,-32444.655040295358
20,2020-04-28,-250428.19011992245,-603821.9840115155,545082.4067878735,-250428.19011992245,-250428.19011992245,230594.74356509023,230594.74356509023,230594.74356509023,-92136.68751312404,-92136.68751312404,-92136.68751312404,322731.43107821426,322731.43107821426,322731.43107821426,0.0,0.0,0.0,-19833.44655483222
21,2020-04-29,-244720.3926526594,-597353.1620259038,557767.2660479153,-244720.3926526594,-244720.3926526594,193441.22824745206,193441.22824745206,193441.22824745206,-129116.65511646017,-129116.65511646017,-129116.65511646017,322557.88336391223,322557.88336391223,322557.88336391223,0.0,0.0,0.0,-51279.164405207324
22,2020-04-30,-239012.59518539626,-598361.7759935478,561492.437467092,-239012.59518539626,-239012.59518539626,216124.08673565913,216124.08673565913,216124.08673565913,-105589.1513635842,-105589.1513635842,-105589.1513635842,321713.2380992433,321713.2380992433,321713.2380992433,0.0,0.0,0.0,-22888.508449737128
23,2020-05-04,-216181.40531634388,-551386.7855781473,570458.716113623,-216181.40531634388,-216181.40531634388,215453.83908170657,215453.83908170657,215453.83908170657,-98442.44012282348,-98442.44012282348,-98442.44012282348,313896.27920453006,313896.27920453006,313896.27920453006,0.0,0.0,0.0,-727.5662346373138
24,2020-05-05,-210473.6077532338,-534812.1220254471,599092.3223348905,-210473.6077532338,-210473.6077532338,219295.0753777764,219295.0753777764,219295.0753777764,-92136.68751304242,-92136.68751304242,-92136.68751304242,311431.7628908188,311431.7628908188,311431.7628908188,0.0,0.0,0.0,8821.467624542594
25,2020-05-06,-204765.81019012374,-589526.770279265,520306.49239633244,-204765.81019012374,-204765.81019012374,179882.86637912545,179882.86637912545,179882.86637912545,-129116.65511648939,-129116.65511648939,-129116.65511648939,308999.52149561484,308999.52149561484,308999.52149561484,0.0,0.0,0.0,-24882.943810998288
26,2020-05-07,-199058.0126270137,-573770.3070872135,595795.4533228241,-199058.0126270137,-199058.0126270137,201118.85831017228,201118.85831017228,201118.85831017228,-105589.15136367489,-105589.15136367489,-105589.15136367489,306708.0096738472,306708.0096738472,306708.0096738472,0.0,0.0,0.0,2060.845683158579
27,2020-05-08,-193350.21506390357,-543873.8280233508,554397.1426543007,-193350.21506390357,-193350.21506390357,216679.76375831233,216679.76375831233,216679.76375831233,-87975.92613060279,-87975.92613060279,-87975.92613060279,304655.6898889151,304655.6898889151,304655.6898889151,0.0,0.0,0.0,23329.54869440876
28,2020-05-11,-176226.82237457338,-535889.2439910582,615018.1367924571,-176226.82237457338,-176226.82237457338,202276.26040714962,202276.26040714962,202276.26040714962,-98442.44012279368,-98442.44012279368,-98442.44012279368,300718.7005299433,300718.7005299433,300718.7005299433,0.0,0.0,0.0,26049.438032576232
29,2020-05-12,-170519.02481146337,-523321.044659857,603461.6445690008,-170519.02481146337,-170519.02481146337,208191.18705144429,208191.18705144429,208191.18705144429,-92136.6875130982,-92136.6875130982,-92136.6875130982,300327.8745645425,300327.8745645425,300327.8745645425,0.0,0.0,0.0,37672.16223998091
30,2020-05-13,-164811.22724835324,-594299.0997939288,569936.057488559,-164811.22724835324,-164811.22724835324,171327.04809985057,171327.04809985057,171327.04809985057,-129116.65511645246,-129116.65511645246,-129116.65511645246,300443.703216303,300443.703216303,300443.703216303,0.0,0.0,0.0,6515.820851497323
31,2020-05-14,-159103.4296852432,-537148.1156176442,577264.1921302406,-159103.4296852432,-159103.4296852432,195476.1082292618,195476.1082292618,195476.1082292618,-105589.15136357566,-105589.15136357566,-105589.15136357566,301065.2595928375,301065.2595928375,301065.2595928375,0.0,0.0,0.0,36372.67854401859
32,2020-05-15,-153395.6321221331,-490106.65797344665,619475.5208983301,-153395.6321221331,-153395.6321221331,214196.6323470866,214196.6323470866,214196.6323470866,-87975.92613033566,-87975.92613033566,-87975.92613033566,302172.5584774223,302172.5584774223,302172.5584774223,0.0,0.0,0.0,60801.00022495349
33,2020-05-18,-136272.23943280295,-535993.1132019397,641514.6758248806,-136272.23943280295,-136272.23943280295,209497.96096674792,209497.96096674792,209497.96096674792,-98442.44012230462,-98442.44012230462,-98442.44012230462,307940.40108905255,307940.40108905255,307940.40108905255,0.0,0.0,0.0,73225.72153394498
34,2020-05-19,-130564.44186969288,-457975.37014796364,645092.6191554121,-130564.44186969288,-130564.44186969288,218306.35039427606,218306.35039427606,218306.35039427606,-92136.68751315396,-92136.68751315396,-92136.68751315396,310443.03790743,310443.03790743,310443.03790743,0.0,0.0,0.0,87741.90852458318
35,2020-05-20,-124856.64430658278,-480030.34078227653,624188.4768800072,-124856.64430658278,-124856.64430658278,183969.15737088295,183969.15737088295,183969.15737088295,-129116.65511645254,-129116.65511645254,-129116.65511645254,313085.8124873355,313085.8124873355,313085.8124873355,0.0,0.0,0.0,59112.513064300176
36,2020-05-21,-119148.84674347272,-451678.0697142101,656562.9418760464,-119148.84674347272,-119148.84674347272,210175.7876095186,210175.7876095186,210175.7876095186,-105589.1513638562,-105589.1513638562,-105589.1513638562,315764.93897337484,315764.93897337484,315764.93897337484,0.0,0.0,0.0,91026.94086604587
37,2020-05-22,-113441.0491803626,-486437.64591573155,694671.6038823661,-113441.0491803626,-113441.0491803626,230395.66165900216,230395.66165900216,230395.66165900216,-87975.92613006852,-87975.92613006852,-87975.92613006852,318371.5877890707,318371.5877890707,318371.5877890707,0.0,0.0,0.0,116954.61247863955
38,2020-05-26,-90609.8589279224,-401363.8009197629,708090.1060466116,-90609.8589279224,-90609.8589279224,233766.70027601157,233766.70027601157,233766.70027601157,-92136.68751307233,-92136.68751307233,-92136.68751307233,325903.3877890839,325903.3877890839,325903.3877890839,0.0,0.0,0.0,143156.84134808916
39,2020-05-27,-84902.0613648123,-476418.42638967437,681063.0322087146,-84902.0613648123,-84902.0613648123,197450.6541889421,197450.6541889421,197450.6541889421,-129116.65511645262,-129116.65511645262,-129116.65511645262,326567.3093053947,326567.3093053947,326567.3093053947,0.0,0.0,0.0,112548.59282412981
40,2020-05-28,-79194.26380170224,-462609.0582053638,725274.552390167,-79194.26380170224,-79194.26380170224,220992.18541053802,220992.18541053802,220992.18541053802,-105589.15136368558,-105589.15136368558,-105589.15136368558,326581.3367742236,326581.3367742236,326581.3367742236,0.0,0.0,0.0,141797.92160883578
41,2020-05-29,-73486.46623859218,-438589.50464466825,725488.1464366171,-73486.46623859218,-73486.46623859218,237913.66140917366,237913.66140917366,237913.66140917366,-87975.92613088018,-87975.92613088018,-87975.92613088018,325889.5875400539,325889.5875400539,325889.5875400539,0.0,0.0,0.0,164427.19517058146
42,2020-06-01,-56363.07354926197,-456175.60592691426,704047.741296973,-56363.07354926197,-56363.07354926197,220851.08685493396,220851.08685493396,220851.08685493396,-98442.44012279826,-98442.44012279826,-98442.44012279826,319293.52697773225,319293.52697773225,319293.52697773225,0.0,0.0,0.0,164488.01330567198
43,2020-06-02,-50655.275986151915,-406554.74953960354,771548.7561699302,-50655.275986151915,-50655.275986151915,223453.31433022537,223453.31433022537,223453.31433022537,-92136.68751299073,-92136.68751299073,-92136.68751299073,315590.00184321613,315590.00184321613,315590.00184321613,0.0,0.0,0.0,172798.03834407346
44,2020-06-03,-44947.47842304181,-445033.51613352005,752775.5796666102,-44947.47842304181,-44947.47842304181,182067.84241826116,182067.84241826116,182067.84241826116,-129116.6551164819,-129116.6551164819,-129116.6551164819,311184.49753474304,311184.49753474304,311184.49753474304,0.0,0.0,0.0,137120.36399521935
45,2020-06-04,-39239.68085993175,-417506.7040511498,695206.8753960558,-39239.68085993175,-39239.68085993175,200546.5327369414,200546.5327369414,200546.5327369414,-105589.15136377627,-105589.15136377627,-105589.15136377627,306135.68410071766,306135.68410071766,306135.68410071766,0.0,0.0,0.0,161306.85187700964
46,2020-06-05,-33531.883296821645,-352231.39289992175,757178.5477190533,-33531.883296821645,-33531.883296821645,212543.3791449582,212543.3791449582,212543.3791449582,-87975.92613092606,-87975.92613092606,-87975.92613092606,300519.3052758842,300519.3052758842,300519.3052758842,0.0,0.0,0.0,179011.49584813655
47,2020-06-08,-16408.490607491487,-431580.05856697424,720271.4274921194,-16408.490607491487,-16408.490607491487,182790.49121786642,182790.49121786642,182790.49121786642,-98442.44012276843,-98442.44012276843,-98442.44012276843,281232.9313406349,281232.9313406349,281232.9313406349,0.0,0.0,0.0,166382.00061037493
48,2020-06-09,-10700.693052059203,-455360.6444436663,718377.2114616156,-10700.693052059203,-10700.693052059203,182229.1354284654,182229.1354284654,182229.1354284654,-92136.68751318636,-92136.68751318636,-92136.68751318636,274365.82294165174,274365.82294165174,274365.82294165174,0.0,0.0,0.0,171528.4423764062
49,2020-06-10,-4992.8954966269785,-418035.26056986826,698556.800623337,-4992.8954966269785,-4992.8954966269785,138364.83065629413,138364.83065629413,138364.83065629413,-129116.65511651112,-129116.65511651112,-129116.65511651112,267481.4857728053,267481.4857728053,267481.4857728053,0.0,0.0,0.0,133371.93515966716
